b1,0.0001
hezdeobug4ge,0.0001
g4ztqmbrgege,0.0001
g4ydomrxhege,0.0001
gyzdamztg4ge,0.0001
gi3tiojtguge,0.0001
gm3tombuguge,0.0001
ge3dkmbwgyge,0.0001
gyzdgmbqgage,0.0001
hezdeobugage,0.0001
gy3danzqgage,0.0001
geztgnjqgene,0.0001
g4ydgmjug4ge,0.0001
hezdeobuhege,0.0001
heztanrqgene,0.0001
ha2tsmzqhege,0.0001
guzdkmrtgage,0.0001
gyzdcmjwgmge,0.0001
hazdcojrgyge,0.0001
gy2dsnjugige,0.0001
giytemzyhege,0.0001
ha2tmmjygige,0.0001
giztqobxgege,0.0001
ha4tqojrgige,0.0001
gqztgmrwgene,0.0001
gqztgmjzgene,0.0001
geztomjzhage,0.0001
guytcojzguge,0.0001
ge3dknjugige,0.0001
ge3danrsg4ge,0.0001
gezdgojygene,0.0001
g4ydgobthege,0.0001
gy2tkojrg4ge,0.0001
gq4dinigenes,0.0001
gu4dgojygege,0.0001
gezdgojsgene,0.0001
gm3dcnqgenes,0.0001
guztoojqgege,0.0001
ha2tanbqg4ge,0.0001
gmytmnjxhege,0.0001
gezdenbtgene,0.0001
gezdgnjzgene,0.0001
gezdenbygene,0.0001
gq2dmnqgenes,0.0001
gezdenzugene,0.0001
guydsnbsgige,0.0001
gu3tcnbvg4ge,0.0001
gezdcobsgene,0.0001
ha2dimjqg4ge,0.0001
gezdenjxgene,0.0001
gy3tsmjqgyge,0.0001
gq2tknagenes,0.0001
gu2tkmztgige,0.0001
gy3dgojyhage,0.0001
gezdgnjsgene,0.0001
gezdemrrgene,0.0001
heytcmbqgage,0.0001
gezdgnrvgene,0.0001
gezdgnzqgene,0.0001
gi4dgmrxgqge,0.0001
gqytknygenes,0.0001
gm2dqnjugmge,0.0001
gezdembwgene,0.0001
ha4tsmrthage,0.0001
gi2dgnzzgige,0.0001
gqydenbugege,0.0001
ge3tanjxgige,0.0001
gi2tamigenes,0.0001
ha4tinrtgyge,0.0001
ge4denjsgage,0.0001
gm4diobthege,0.0001
ge2tsmbzg4ge,0.0001
gi3deobrhage,0.0001
gyztqobsgege,0.0001
gm3tknrrguge,0.0001
gu2dgnbyhege,0.0001
gu4dkmzsgige,0.0001
ge3tknbqgmge,0.0001
gu3domzrhege,0.0001
ge4dknjygyge,0.0001
ge4dimrzhege,0.0001
gy4tsobxguge,0.0001
gq2tiobzguge,0.0001
gm2tsmrxgmge,0.0001
haytmmjrgige,0.0001
gm2tgmigenes,0.0001
gqydmmrygmge,0.0001
gezdimbvgene,0.0001
geytgnrvgege,0.0001
gqydenbvg4ge,0.0001
gm2tcobtg4ge,0.0001
gi2dsnzrgmge,0.0001
gm2tqnjygyge,0.0001
hazdqojtgqge,0.0001
geydiobzg4ge,0.0001
haztmmbsgyge,0.0001
gq3timbugene,0.0001
gq3taojugmge,0.0001
gy2dgmrshage,0.0001
gi3tgnbtgqge,0.0001
guytemrxgege,0.0001
gezdemzugene,0.0001
geytkmbvgene,0.0001
gm3dcnzwgmge,0.0001
giytimrsgage,0.0001
ge4dmmzugmge,0.0001
haytinzzg4ge,0.0001
ha4tgnjwgqge,0.0001
guztgojug4ge,0.0001
gizdmmbxhage,0.0001
gu4dknbugige,0.0001
guytonjyg4ge,0.0001
geyteojshege,0.0001
giytemzxgege,0.0001
haztmmbsguge,0.0001
gq4tqmztguge,0.0001
gqydimjvgene,0.0001
ha4dcobvgmge,0.0001
gm4toojqgige,0.0001
gi4dinbvhege,0.0001
gezdsmbsg4ge,0.0001
gu3tenagenes,0.0001
hezdeojuhege,0.0001
gi4tmmbqg4ge,0.0001
geztonrqgyge,0.0001
geydimjugene,0.0001
hazdmmrvgige,0.0001
gqydenbvgqge,0.0001
hezdgmbuhage,0.0001
geztamjtguge,0.0001
gy2dcoigenes,0.0001
gqytkobqgyge,0.0001
ha2dgnbxhage,0.0001
gqydqnbqguge,0.0001
g4ytiobtgige,0.0001
g4ydmmjzg4ge,0.0001
gy4tiobtgene,0.0001
gu4tqnagenes,0.0001
gqztgmjrgene,0.0001
gu3dknrrgege,0.0001
ge4dcnrzgene,0.0001
giydknygenes,0.0001
gu3tmnrqgege,0.0001
gq4tamzzgmge,0.0001
gi3dkmbsg4ge,0.0001
geydonrsgage,0.0001
ha2tgnbvgene,0.0001
gqzdknbsgage,0.0001
geytsojzg4ge,0.0001
gyzdggenesis,0.0001
gqydomrrgqge,0.0001
ge2tomrzgege,0.0001
ge2temzwgyge,0.0001
giztkobqhege,0.0001
he2dkmrrgene,0.0001
gezdeojxgqge,0.0001
gy3tmnqgenes,0.0001
hayteobxgmge,0.0001
geydonbsgene,0.0001
gq4dsnzzgqge,0.0001
haztgobzgage,0.0001
g44tinbxhege,0.0001
gy4dgojyhage,0.0001
ge4tqmbsgege,0.0001
gmzdcobrg4ge,0.0001
ha2tcojygene,0.0001
gm3dsnjzguge,0.0001
geydqmrxg4ge,0.0001
geydcmrqhege,0.0001
gmzdkojrgene,0.0001
gq2dembvhege,0.0001
ge2dimbugene,0.0001
gm3denbwguge,0.0001
g43dknztgene,0.0001
gm2toojrguge,0.0001
gy2daobqguge,0.0001
giytamjygage,0.0001
geytsmjqgene,0.0001
gqytiobtgage,0.0001
heytqnrygige,0.0001
gq2tinjwgige,0.0001
ge3tenzwgene,0.0001
gezdsnjtgige,0.0001
gm2tqnjzgene,0.0001
guzdsnzqg4ge,0.0001
ge4tmmjsgqge,0.0001
ge2dinrsgege,0.0001
gi4tkmjwgige,0.0001
gyzdsobzg4ge,0.0001
geztaobygene,0.0001
ge3tmnzygege,0.0001
g44damjqgige,0.0001
ge4tinjzgyge,0.0001
gy2tknbxgege,0.0001
ge4tkmjvhege,0.0001
gq2tanagenes,0.0001
gmztqnrygige,0.0001
gyydsnrsgage,0.0001
gi3dgnygenes,0.0001
gy4tkmjugige,0.0001
gy4tkmjzgige,0.0001
gmytkmrrgene,0.0001
gi4dsnbxgmge,0.0001
heydemjzgene,0.0001
heydomjsgege,0.0001
gizdcmjrgage,0.0001
gi3dcnqgenes,0.0001
gu3dsnbwgige,0.0001
guytenjrgage,0.0001
gm2danrzgmge,0.0001
ha4dqmigenes,0.0001
g44dknjshage,0.0001
gu4denrygyge,0.0001
guyteojugage,0.0001
gy4dinztgige,0.0001
ge4damzsgige,0.0001
g42dcmygenes,0.0001
giydgnjrg4ge,0.0001
g4ydkmjvgene,0.0001
gqztcnygenes,0.0001
gy2dmmbtgene,0.0001
gy2dkmzqgyge,0.0001
gy2dknbsgmge,0.0001
g4zdsmbwhege,0.0001
gy2dmnzzgene,0.0001
ha3doobygyge,0.0001
haydemigenes,0.0001
ha4tiobsgyge,0.0001
gezdkobygene,0.0001
gu3tkmbwgmge,0.0001
heydmobygmge,0.0001
gyztombvguge,0.0001
ge2tiobzhage,0.0001
heytonbvgege,0.0001
ha4dqmrqhege,0.0001
heytgmrthage,0.0001
gezdknjrguge,0.0001
gq3tenrygege,0.0001
heytqnrrgege,0.0001
gyydanbwgage,0.0001
ha2dmmbygene,0.0001
ha2tgmbvg4ge,0.0001
giytoobtg4ge,0.0001
gi3demjygage,0.0001
gyydimrxgene,0.0001
gm4tcoigenes,0.0001
gu2tsnjugmge,0.0001
gu3dsnbvhage,0.0001
gq2dmmzsgege,0.0001
giyteojrgyge,0.0001
ha4tinbzguge,0.0001
gq3tomrzgige,0.0001
ge4dgnrqhege,0.0001
heztoobygene,0.0001
geydkmjxgene,0.0001
hezdkmztguge,0.0001
g43tqnzrgege,0.0001
guzdknbsgege,0.0001
g44daobxgene,0.0001
ha2tsmbuhege,0.0001
ge4dsnbvgene,0.0001
guzdimrxhege,0.0001
haztgnztgene,0.0001
heydinryg4ge,0.0001
gu3dsnjthage,0.0001
gezdgnrugage,0.0001
ge3tgmzxhege,0.0001
guytanrxguge,0.0001
ge3deobtgege,0.0001
ha3dgobugage,0.0001
gu2dsnjygege,0.0001
ge3tanbzhege,0.0001
guytcmbqgege,0.0001
he4dmnrtgene,0.0001
g4ztomzwgyge,0.0001
ha3dcmrugqge,0.0001
geytmmbwgene,0.0001
gmztimruhage,0.0001
ge3dmojrgage,0.0001
ge3dgnzwgige,0.0001
guztcnzrgmge,0.0001
ha2tinjzgage,0.0001
gyzdknzxg4ge,0.0001
gm4demjqguge,0.0001
g44danrvhage,0.0001
ha2tomrqgmge,0.0001
geytqmjugqge,0.0001
gyytsmzygyge,0.0001
gy3dkobsgige,0.0001
gy2dmnbxhage,0.0001
gyztqnzrgmge,0.0001
gm3timruguge,0.0001
ha2tgmbwgyge,0.0001
g44donagenes,0.0001
heydqnzqgege,0.0001
geytinrxgene,0.0001
gi2dmnbzhege,0.0001
geytmmbzg4ge,0.0001
geytknzxguge,0.0001
gmytomjvhage,0.0001
gy2tenjxg4ge,0.0001
gu3tenzwhege,0.0001
gi2donjugqge,0.0001
geydmnrzgene,0.0001
gu2domryg4ge,0.0001
ge3tsmjwhege,0.0001
ge3tiobvgqge,0.0001
heztamjugmge,0.0001
giztsobqgige,0.0001
heydenjrg4ge,0.0001
gm4tgmjsgmge,0.0001
giydomjrgage,0.0001
gq4tmobxgmge,0.0001
geydonjxhage,0.0001
gyztmnbugyge,0.0001
ge2tknjugqge,0.0001
gu4tqojxgege,0.0001
ge4domruguge,0.0001
gq4demjrhege,0.0001
ge4dombsguge,0.0001
ha3danzxhege,0.0001
gu3dembzgqge,0.0001
ha2tomrqgqge,0.0001
giztanbxgige,0.0001
gu4tkmjsgige,0.0001
gu3demrvgmge,0.0001
ge3dqmjzgege,0.0001
gm2tmmjrgene,0.0001
ge4tonjzhage,0.0001
geytcmjqgene,0.0001
gu3diojyhage,0.0001
ge4tinjwgige,0.0001
gy2teobyhege,0.0001
gmytknjqgene,0.0001
gy4dcmbvhege,0.0001
gmzdanrzgene,0.0001
ha4temjygene,0.0001
gq4tonbrhege,0.0001
gy3dgnbsgige,0.0001
gq2tmmrugage,0.0001
g4ytinrzgmge,0.0001
gi3toojuhage,0.0001
gm2tsmztgene,0.0001
ge3timzwguge,0.0001
gu3tcmjtgage,0.0001
ha3tqmzwgene,0.0001
gqztkmrzgage,0.0001
gizdonbzgqge,0.0001
geztemzqgyge,0.0001
ge3tqoigenes,0.0001
gi2tsnrrhege,0.0001
heytgnzygege,0.0001
g44tgnqgenes,0.0001
gy2dgmrvgige,0.0001
guytsmzwguge,0.0001
ge3deojyguge,0.0001
ha4timzqgyge,0.0001
ge4dcojvgege,0.0001
hazdknzrguge,0.0001
ge3dgnzygmge,0.0001
gezdinbwgene,0.0001
hazdemztgyge,0.0001
ge4tonrxgene,0.0001
ge4tmmbvgage,0.0001
ge2denzzgqge,0.0001
guytsmjsgage,0.0001
geytsobrgene,0.0001
gy4dgmrrgige,0.0001
gm3dcmzzgige,0.0001
g44dqnztgige,0.0001
gu3dmmjsguge,0.0001
gezdqmzqgege,0.0001
g44tanigenes,0.0001
ge4dmnrwgmge,0.0001
gqytsmzzgege,0.0001
gmzdemjxgyge,0.0001
gmztqmjqgmge,0.0001
gm4tgmbwgyge,0.0001
g44tamqgenes,0.0001
gu4tknjugqge,0.0001
ge3tkmztgyge,0.0001
gq4toobzgage,0.0001
